No,Name,State,Code,Lat,Lon
305,Kolej Islam Teknologi Antarabangsa (KITAB),Penang,7,,
306,Kolej I-Systems Johor Bahru,Johor,1,,
307,Kolej I-Systems Kota Kinabalu,Sabah,12,,
308,Kolej I-Systems Kuching,Sarawak,13,,
309,Kolej ITJ (Previously known as : Institut Teknologi Jaya),Wilayah Persekutuan Kuala Lumpur,14,3.086389063,101.6719346
310,Kolej Kamunting,Perak,8,,
311,Kolej Karisma,Negeri Sembilan,5,,
312,Kolej KETENGAH,Terengganu,11,,
313,Kolej Laila Taib (Previously known as : Kolej Bersatu Sarawak),Sarawak,13,,
314,Kolej Legenda,Negeri Sembilan,5,,
315,Kolej MAHSA Kampus Sabah,Sabah,12,,
316,Kolej Maxwell (Previously known as : Kolej Teknologi Kejuruteraan Perak),Perak,8,,
317,Kolej MDIS Malaysia,Johor,1,,
318,Kolej Multimedia (Selatan),Malacca,2,,
319,Kolej Mutiara (Previously known as : Institut Mutiara Mopar (Kajang)),Selangor,10,2.977835401,101.7915157
320,Kolej Negeri Chedang Campus,Negeri Sembilan,5,,
321,Kolej Omega (Previously known as : Institut Omega),Johor,1,,
322,Kolej Pacific Kuantan,Pahang,6,,
323,Kolej Pendidikan Perdana (KOPEDA),Selangor,10,3.089596663,101.5158116
324,Kolej Pengajian Islam Johor (MARSAH),Johor,1,,
325,Kolej Pengajian Siswazah SEGi (Previously known as : Kolej Pengajian Siswazah Antarabangsa),Selangor,10,3.15173414,101.577132
326,Kolej Perdana,Selangor,10,3.089500243,101.5158545
327,Kolej Perkembangan Awal Kanak-kanak (Previously known as : Institute of Early Years Development),Selangor,10,3.165505443,101.6141952
328,Kolej Pintar,Wilayah Persekutuan Kuala Lumpur,14,3.168631071,101.7126831
329,Kolej Poly-Tech MARA Alor Setar,Kedah,8,,
330,Kolej Poly-Tech MARA Bangi,Selangor,10,2.931579964,101.7597533
331,Kolej Poly-Tech MARA Batu Pahat,Johor,1,,
332,Kolej Poly-Tech MARA Cawangan Kuantan (Previously known as : Kolej Yayasan Pelajaran MARA (Kuantan)),Pahang,6,,
333,Kolej Poly-Tech MARA Cawangan Semporna Sabah,Sabah,12,,
334,Kolej Poly-Tech MARA Ipoh,Perak,8,,
335,Kolej Poly-Tech MARA Kota Bharu (Additional Premises),Kelantan,3,,
336,Kolej Poly-Tech MARA Kota Bharu, Kelantan,Kelantan,3,,
337,Kolej Queens,Wilayah Persekutuan Kuala Lumpur,14,3.16210496,101.6989036
338,Kolej Raudhah Bukit Merah (Previously known as : Kolej Perkembangan Awal Kanak-Kanak Bukit Merah),Perak,8,,
339,Kolej REACH,Wilayah Persekutuan Kuala Lumpur,14,3.195659892,101.6333121
340,Kolej Reliance Cawangan Johor Bahru,Johor,1,,
341,Kolej Risda Cawangan Semporna,Sabah,12,,
342,Kolej SAL (Kuala Lumpur),Wilayah Persekutuan Kuala Lumpur,14,3.169015384,101.7127269
343,Kolej SEDAMAI,Sarawak,13,,
344,Kolej Sentral,Pahang,6,,
345,Kolej Seri Stamford Melaka (Previously known as : Stamford College Malacca),Malacca,2,,
346,Kolej SPACE,Wilayah Persekutuan Kuala Lumpur,14,3.172023746,101.7220731
347,Kolej Teknologi Antarabangsa Cosmopoint Cawangan Klang (Previously known as : Kolej Teknologi Cosmopoint (Klang)),Selangor,10,3.16239521,101.6954937
348,Kolej Teknologi Antarabangsa Cosmopoint Cawangan Muar (Previously known as : Institut Teknologi Maklumat Cosmopoint (Muar)),Johor,1,,
349,Kolej Teknologi Darulnaim (Previously known as : Institut Teknologi Darulnaim),Kelantan,3,,
350,Kolej Teknologi Darulnaim Cawangan Kuala Lumpur,Selangor,10,2.961828919,101.7538731
351,Kolej Teknologi MEA,Selangor,10,2.96642733,101.7892447
352,Kolej Teknologi Mulia,Perak,8,,
353,Kolej Teknologi Timur,Selangor,10,2.837055474,101.7383238
354,Kolej Teknologi Timur PJ,Selangor,10,3.105999398,101.6348079
355,Kolej TESDEC,Terengganu,11,,
356,Kolej UNITI Kota Bharu (Previously known as : Kolej Jamiah Islamiah Putra (Kolej JAIPUTRA)),Kelantan,3,,
357,Kolej WIT,Selangor,10,2.994073582,101.4209688
358,Kolej Yayasan Pahang (Previously known as : Kolej Yayasan Pahang (Indera Mahkota)),Pahang,6,,
359,Kolej Yayasan UEM,Selangor,10,3.559830293,101.5385956
360,Kompas International College (Previously known as : Kompas Institute),Perak,8,,
361,KPJ International College of Nursing and Health Sciences Johor Bahru Branch,Johor,1,,
362,KPJ International College of Nursing and Health Sciences Pulau Pinang Branch,Penang,7,,
363,KRIM College of Technology & Innovation,Terengganu,11,,
364,KYS Business School,Malacca,2,,
365,Lake View College (Previously known as : Bukit Merah Laketown Institute Of Allied Health Sciences),Perak,8,,
366,Lam Wah Ee Nursing College,Penang,7,,
367,Langkawi International College,Kedah,8,,
368,Legend International College of Hospitality & Tourism,Wilayah Persekutuan Kuala Lumpur,14,3.169748011,101.698066
369,Les' Copaque Animation Academy,Selangor,10,3.072518873,101.5552215
370,LIFE College,Selangor,10,3.113326606,101.5900416
371,Limkokwing Executive Leadership College,Selangor,10,2.940289295,101.6630138
372,Limkokwing Institute of Creative Technology Sarawak Branch,Sarawak,13,,
373,Mahkota Institute of Health Sciences and Nursing,Malacca,2,,
374,MAHSA AVENUE International College (Previously known as : Mahsa Prima International College),Wilayah Persekutuan Kuala Lumpur,14,3.118252235,101.6488563
375,MAHSA College,Wilayah Persekutuan Kuala Lumpur,14,2.959670091,101.576483
376,Malacca College of Science and Management,Malacca,2,,
377,Malaysian College of Hospitality and Management (Previously known as : KFCH International College Johor Bahru Campus),Johor,1,,
378,Malaysian Institute of Art,Wilayah Persekutuan Kuala Lumpur,14,3.156935849,101.7018478
379,Malaysian Integrated Business College (Previously known as : Malaysian Institute of Baking),Selangor,10,3.099990792,101.6451632
380,Malvern International Academy (Previously known as : Malvern International College),Wilayah Persekutuan Kuala Lumpur,14,3.146805576,101.6977767
381,Mantissa College (Previously known as : Mantissa Institute),Wilayah Persekutuan Kuala Lumpur,14,3.141590665,101.628697
382,MASA College,Selangor,10,3.001520826,101.5954244
383,Masterskill Global College, Ipoh (Previously known as : Masterskill College of Nursing and Health, Ipoh Campus),Perak,8,,
384,Masterskill Global College, Kota Bharu (Previously known as : Masterskill College (Kota Bharu Metro Campus)),Kelantan,3,,
385,Maxcel Institute Of Management,Sarawak,13,,
386,Megatech International College (Previously known as : Megatech Institute),Selangor,10,3.075209819,101.6599153
387,Melaka International College of Science and Technology (MiCoST),Malacca,2,,
388,Mentari College,Wilayah Persekutuan Kuala Lumpur,14,3.072079626,101.7097217
389,Meridian Saito College (Previously known as : Business and Management International College (BMIC)),Wilayah Persekutuan Kuala Lumpur,14,3.115640131,101.7290223
390,Methodist College Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,14,3.131605857,101.6899605
391,Methodist Pilley Institute,Sarawak,13,,
392,Metropoint College,Johor,1,,
393,Mont Royale College,Wilayah Persekutuan Kuala Lumpur,14,3.162775248,101.656991
394,MSU College Ampang (Previously known as : Pusat Teknologi dan Pengurusan Lanjutan (PTPL) Ampang),Selangor,10,3.157932574,101.7527832
395,MSU College Kota Bharu (Previously known as : Pusat Teknologi Dan Pengurusan Lanjutan (PTPL) Kota Bharu),Kelantan,3,,
396,MSU College Sabah (Previously known as : Kolej Pusat Teknologi dan Pengurusan Lanjutan (PTPL) Sabah ),Sabah,12,,
397,MSU College Sarawak (Previously known as : Pusat Teknologi dan Pengurusan Lanjutan (PTPL) Sarawak),Sarawak,13,,
398,MSU College Seremban (Previously known as : Pusat Teknologi dan Pengurusan Lanjutan (PTPL) Seremban),Negeri Sembilan,5,,
399,MSU College Sg Petani (Previously known as : Kolej PTPL Cawangan Sungai Petani),Kedah,8,,
400,MSU College Shah Alam (Previously known as : Pusat Teknologi dan Pengurusan Lanjutan (PTPL) Shah Alam),Selangor,10,3.078203318,101.55277
401,MSU College Terengganu (Previously known as : Pusat Teknologi dan Pengurusan Lanjutan (PTPL) Terengganu),Terengganu,11,,
402,MSU Penang College (Previously known as : Kolej PTPL Penang),Penang,7,,
403,Multimedia College (Previously known as : Kolej Latihan Telekom),Wilayah Persekutuan Kuala Lumpur,14,3.179411357,101.7175405
404,Multimedia College (Eastern),Terengganu,11,,
405,Multimedia College (Northern) (Previously known as : Kolej Latihan Telekom (Utara)),Perak,8,,
406,Multimedia College (Sabah),Sabah,12,,
407,Multimedia College (Sarawak),Sarawak,13,,
408,Murni International College (Previously known as : Kolej Kejururawatan Murni),Negeri Sembilan,5,,
409,Mutiara International College Of Technology Innovation (Previously known as : Institut Elektronik (Perak)),Perak,8,,
410,National Institute of Ophthalmic Sciences,Selangor,10,3.106348464,101.6401443
411,National Institute of Ophthalmic Sciences,Selangor,10,3.106348464,101.6401443
412,National Integrated College (Previously known as : National Integrated Health Sciences College),Wilayah Persekutuan Kuala Lumpur,14,3.195104214,101.7315978
413,NAZA College of Technology and Business,Selangor,10,3.083080444,101.560559
414,Negeri College,Negeri Sembilan,5,,
415,Newbridge College (Previously known as : Sinar College),Malacca,2,,
416,Newton College (Previously known as : Syuen College),Wilayah Persekutuan Kuala Lumpur,14,3.08562387,101.670475
417,Nightingale International College,Negeri Sembilan,5,,
418,Nirwana College (Previously known as : Nirwana Institute),Wilayah Persekutuan Kuala Lumpur,14,3.144057402,101.6965001
419,Oasis College,Wilayah Persekutuan Kuala Lumpur,14,3.08315403,101.6660635
420,Ocean Institute of Audio Technology,Wilayah Persekutuan Kuala Lumpur,14,3.201099936,101.6129604
421,Olympia College Ipoh,Perak,8,,
422,Olympia College Johor Bahru,Johor,1,,
423,Olympia College Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,14,3.089627023,101.6338994
424,Olympia College Petaling Jaya,Selangor,10,3.088639332,101.6394247
425,Olympia College Pulau Pinang,Penang,7,,
426,Olympia College, Kuantan,Pahang,6,,
427,One World Hanxing College of Journalism and Communication (Previously known as : Hanxing Academy Of Journalism & Communication),Wilayah Persekutuan Kuala Lumpur,14,3.099452855,101.7174251
428,Optima International College (Previously known as : Optima College),Selangor,10,3.075641312,101.5889868
429,Oriental Nilam College of Nursing and Health Sciences (Previously known as : Oriental Nilam College of Nursing and Allied Health Sciences),Malacca,2,,
430,PAAC Business Institute,Wilayah Persekutuan Kuala Lumpur,14,3.161929357,101.7169217
431,Penang International Dental College,Penang,7,,
432,Penang Skills Development Centre (PSDC),Penang,7,,
433,Peninsula College Georgetown (Previously known as : Kolej I-Systems Bukit Mertajam),Penang,7,,
434,Peninsula College Shah Alam (Previously known as : ALC College),Selangor,10,2.987849283,101.5033714
435,Perak College of Technology (Previously known as : Institut Teknologi Perak),Perak,8,,
436,Pertama Institute of Technology,Negeri Sembilan,5,,
437,PIA College (Previously known as : Institut Seni PIA),Perak,8,,
438,PJ College of Art and Design,Selangor,10,3.153270315,101.7099129
439,Point College,Selangor,10,3.154842024,101.5903377
440,Poly-Tech MARA KESEDAR College,Kelantan,3,,
441,PORTMAN College,Selangor,10,3.025554417,101.7169072
442,Premier College (Previously known as : ELS Language Centres),Wilayah Persekutuan Kuala Lumpur,14,3.171755507,101.7125786
443,President College,Wilayah Persekutuan Kuala Lumpur,14,3.16199726,101.6953289
444,PSDC College (Previously known as : Pahang Skill Development Centre (PSDC Kuantan)),Pahang,6,,
445,Pusat Teknologi Dan Pengurusan Lanjutan (PTPL) Sentral @ Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,14,3.134444979,101.6857305
446,Putra Intelek International College (Previously known as : Kolej Putra Intelek),Selangor,10,3.113121449,101.6297385
447,Putra International College (Previously known as : Institut Putra (Melaka)),Malacca,2,,
448,Raffles College of Higher Education (Previously known as : Raffles Design Institute),Wilayah Persekutuan Kuala Lumpur,14,3.164991547,101.7210184
449,Ramsay Sime Darby Healthcare College (Previously known as : Sime Darby Nursing and Health Sciences College),Selangor,10,3.108105959,101.4590899
450,Ranaco Education and Training Institute (RETI),Terengganu,11,,
451,Regal City College,Sarawak,13,,
452,Regent College (Previously known as : Cyber Putra College),Selangor,10,3.031293985,101.4381881
453,Regent School of Economics,Wilayah Persekutuan Kuala Lumpur,14,3.147131266,101.6994199
454,Reliance College,Wilayah Persekutuan Kuala Lumpur,14,3.10958818,101.6432661
455,Reliance College Pulau Pinang,Penang,7,,
456,Renaissance College,Johor,1,,
457,RENG College of Technology and Design,Selangor,10,3.127436055,101.6454459
458,Restu International College (Previously known as : Restu College),Selangor,10,3.081524891,101.52291
459,Riam Institute of Technology,Sarawak,13,,
460,Ri-Yaz College (Previously known as : Atlas City College),Penang,7,,
461,Sabah Foundation Technical College (Previously known as : Kolej Yayasan Sabah (KYS)),Sabah,12,,
462,Sabah Institute of Art,Sabah,12,,
463,SAL College,Johor,1,,
464,Sarawak Maritime Academy,Sarawak,13,,
465,SATT College,Sarawak,13,,
466,SC College (Previously known as : Institut Profesional),Kedah,8,,
467,Seafield International College,Selangor,10,3.073912633,101.5904491
468,SEED Business College,Selangor,10,3.07416476,101.5434856
469,SEGi College Kota Damansara (Previously known as : SEGi College of Technology Kuala Lumpur),Selangor,10,3.150460749,101.5751932
470,SEGi College Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,14,3.148214689,101.6982276
471,SEGi College Penang (Previously known as : Institut Perdagangan Sistematik),Penang,7,,
472,SEGi College Sarawak (Previously known as : Kolej IBMS (Bukit Mata)),Sarawak,13,,
473,SEGi College Seri Kembangan (Previously known as : Kolej Antarabangsa MSC),Selangor,10,3.02868913,101.7098792
474,SEGi College Subang Jaya (Previously known as : Kolej Prime),Selangor,10,3.061806509,101.5936166
475,Sentral College Penang (Previously known as : Sentral Technology College Penang),Penang,7,,
476,SIDMA College,Sabah,12,,
477,SIDMA College Sarawak,Sarawak,13,,
478,SMART College,Selangor,10,3.144343251,101.7293909
479,Spectrum International College of Technology,Selangor,10,3.02701042,101.5809166
480,Sri Ayu College (Previously known as : Institut Sri Ayu),Negeri Sembilan,5,,
481,SRI College,Wilayah Persekutuan Kuala Lumpur,14,3.108727246,101.5938387
482,Stamford College Kuala Lumpur (Previously known as : Stamford Management Centre),Wilayah Persekutuan Kuala Lumpur,14,3.19342257,101.6304904
483,Stamford College Petaling Jaya,Wilayah Persekutuan Kuala Lumpur,14,3.10166426,101.6414201
484,Stradford International College (Previously known as : Silicon Institute of Technology),Penang,7,,
485,Sunway College (Kuala Lumpur),Selangor,10,3.130245894,101.7251902
486,Sunway College Ipoh,Perak,8,,
487,Sunway College Johor Bahru,Johor,1,,
488,Sunway College Kuching,Sarawak,13,,
489,Surya College,Penang,7,,
490,TAFE College Seremban,Negeri Sembilan,5,,
491,TAJ International College (Previously known as : Taj College),Perak,8,,
492,Taylor's College (Previously known as : Taylor's College Sri Hartamas),Selangor,10,3.164072097,101.6580924
493,Taylor's College (Petaling Jaya),Selangor,10,3.064733553,101.6177843
494,Taylor's College Subang Jaya,Selangor,10,3.064733553,101.6177843
495,Taylor's College, School Of Hospitality And Tourism,Selangor,10,3.064733553,101.6177843
496,Tech Terrain College,Selangor,10,3.047944289,101.5995388
497,Technology College Sarawak (Previously known as : Twintech College Sarawak Branch),Sarawak,13,,
498,Technology Park Malaysia College (TPM College),Wilayah Persekutuan Kuala Lumpur,14,3.046199574,101.6932185
499,Terra College,Selangor,10,2.986153812,101.4548679
500,The One Academy of Communication Design,Selangor,10,3.081583457,101.6129291
501,The One Academy Penang,Penang,7,,
502,The Otomotif College,Selangor,10,3.11477497,101.6275991
503,TMC College,Wilayah Persekutuan Kuala Lumpur,14,3.122788595,101.7190115
504,Travex International College,Wilayah Persekutuan Kuala Lumpur,14,3.144157815,101.69645
505,Tun Tan Cheng Lock College of Nursing,Selangor,10,3.092895262,101.645473
506,Tung Shin Academy of Nursing,Wilayah Persekutuan Kuala Lumpur,14,3.145752807,101.7036011
507,UCSI College,Wilayah Persekutuan Kuala Lumpur,14,3.080982532,101.731223
508,UNIFIELD International College (Previously known as : UNIFIELD Technology College),Negeri Sembilan,5,,
509,Unikop College,Wilayah Persekutuan Kuala Lumpur,14,2.9158208,101.6544912
510,UNITAR College (Previously known as : Institut Pengurusan Global),Selangor,10,3.100156708,101.6002544
511,UNITI College,Negeri Sembilan,5,,
512,UOW Malaysia KDU College (Previously known as : KDU College (PJ) ),Selangor,10,3.092880436,101.5597755
513,VETA College,Selangor,10,2.92627531,101.8594797
514,Victoria International College,Wilayah Persekutuan Kuala Lumpur,14,3.204109339,101.6751124
515,Vision College,Selangor,10,3.106137033,101.599858
516,Westminster International College,Selangor,10,3.078069518,101.5865527
517,Widad College (Previously known as : Shahputra College Campus Pekan),Pahang,6,,
518,WIM College (Previously known as : Institut Pengurusan Wanita),Wilayah Persekutuan Kuala Lumpur,14,3.143633902,101.6320561
519,Windfield International College,Wilayah Persekutuan Kuala Lumpur,14,3.143849801,101.6963083
520,Yamaha Academy of Art and Music,Selangor,10,3.097659656,101.5993194
521,Yayasan Pelajaran Johor College,Johor,1,,
522,YES International College (Previously known as : YES Academy),Wilayah Persekutuan Kuala Lumpur,14,3.16288451,101.7120723
523,YPC International College (Previously known as : Kolej Teknologi YPC iT-Web),Wilayah Persekutuan Kuala Lumpur,14,3.129224255,101.7345778
524,YTL International College of Hotel Management,Wilayah Persekutuan Kuala Lumpur,14,3.145076002,101.7091812
